449;AGUASCALIENTES
458;AGUASCALIENTES
465;AGUASCALIENTES
495;AGUASCALIENTES
496;AGUASCALIENTES
615;BAJA CALIFORNIA NORTE
616;BAJA CALIFORNIA NORTE
646;BAJA CALIFORNIA NORTE
653;BAJA CALIFORNIA NORTE
658;BAJA CALIFORNIA NORTE
661;BAJA CALIFORNIA NORTE
664;BAJA CALIFORNIA NORTE
665;BAJA CALIFORNIA NORTE
686;BAJA CALIFORNIA NORTE
612;BAJA CALIFORNIA SUR
613;BAJA CALIFORNIA SUR
624;BAJA CALIFORNIA SUR
913;CAMPECHE
938;CAMPECHE
981;CAMPECHE
982;CAMPECHE
983;CAMPECHE
996;CAMPECHE
916;CHIAPAS
917;CHIAPAS
918;CHIAPAS
919;CHIAPAS
932;CHIAPAS
934;CHIAPAS
961;CHIAPAS
962;CHIAPAS
963;CHIAPAS
964;CHIAPAS
965;CHIAPAS
966;CHIAPAS
967;CHIAPAS
968;CHIAPAS
992;CHIAPAS
994;CHIAPAS
614;CHIHUAHUA
621;CHIHUAHUA
625;CHIHUAHUA
626;CHIHUAHUA
627;CHIHUAHUA
628;CHIHUAHUA
629;CHIHUAHUA
635;CHIHUAHUA
636;CHIHUAHUA
639;CHIHUAHUA
648;CHIHUAHUA
649;CHIHUAHUA
652;CHIHUAHUA
656;CHIHUAHUA
659;CHIHUAHUA
671;COAHUILA DE ZARAGOZA
842;COAHUILA DE ZARAGOZA
844;COAHUILA DE ZARAGOZA
861;COAHUILA DE ZARAGOZA
862;COAHUILA DE ZARAGOZA
864;COAHUILA DE ZARAGOZA
866;COAHUILA DE ZARAGOZA
867;COAHUILA DE ZARAGOZA
869;COAHUILA DE ZARAGOZA
871;COAHUILA DE ZARAGOZA
872;COAHUILA DE ZARAGOZA
873;COAHUILA DE ZARAGOZA
877;COAHUILA DE ZARAGOZA
878;COAHUILA DE ZARAGOZA
312;COLIMA
313;COLIMA
314;COLIMA
618;DURANGO
674;DURANGO
675;DURANGO
676;DURANGO
677;DURANGO
427;ESTADO DE MEXICO
712;ESTADO DE MEXICO
55;CIUDAD DE MEXICO
588;ESTADO DE MEXICO
591;ESTADO DE MEXICO
592;ESTADO DE MEXICO
593;ESTADO DE MEXICO
594;ESTADO DE MEXICO
595;ESTADO DE MEXICO
596;ESTADO DE MEXICO
597;ESTADO DE MEXICO
599;ESTADO DE MEXICO
711;ESTADO DE MEXICO
713;ESTADO DE MEXICO
714;ESTADO DE MEXICO
716;ESTADO DE MEXICO
717;ESTADO DE MEXICO
718;ESTADO DE MEXICO
719;ESTADO DE MEXICO
721;ESTADO DE MEXICO
722;ESTADO DE MEXICO
723;ESTADO DE MEXICO
724;ESTADO DE MEXICO
725;ESTADO DE MEXICO
726;ESTADO DE MEXICO
728;ESTADO DE MEXICO
743;ESTADO DE MEXICO
761;ESTADO DE MEXICO
767;ESTADO DE MEXICO
352;GUANAJUATO
411;GUANAJUATO
412;GUANAJUATO
413;GUANAJUATO
415;GUANAJUATO
417;GUANAJUATO
418;GUANAJUATO
419;GUANAJUATO
421;GUANAJUATO
428;GUANAJUATO
429;GUANAJUATO
432;GUANAJUATO
438;GUANAJUATO
442;GUANAJUATO
445;GUANAJUATO
456;GUANAJUATO
461;GUANAJUATO
462;GUANAJUATO
464;GUANAJUATO
466;GUANAJUATO
468;GUANAJUATO
469;GUANAJUATO
472;GUANAJUATO
473;GUANAJUATO
476;GUANAJUATO
477;GUANAJUATO
727;GUERRERO
732;GUERRERO
733;GUERRERO
736;GUERRERO
741;GUERRERO
742;GUERRERO
744;GUERRERO
745;GUERRERO
747;GUERRERO
753;GUERRERO
754;GUERRERO
755;GUERRERO
756;GUERRERO
757;GUERRERO
758;GUERRERO
762;GUERRERO
781;GUERRERO
441;HIDALGO
483;HIDALGO
738;HIDALGO
746;HIDALGO
748;HIDALGO
759;HIDALGO
763;HIDALGO
771;HIDALGO
772;HIDALGO
773;HIDALGO
774;HIDALGO
775;HIDALGO
776;HIDALGO
778;HIDALGO
779;HIDALGO
789;HIDALGO
791;HIDALGO
33;JALISCO
315;JALISCO
316;JALISCO
317;JALISCO
321;JALISCO
322;JALISCO
326;JALISCO
341;JALISCO
342;JALISCO
343;JALISCO
344;JALISCO
345;JALISCO
346;JALISCO
347;JALISCO
348;JALISCO
349;JALISCO
354;JALISCO
357;JALISCO
358;JALISCO
371;JALISCO
372;JALISCO
373;JALISCO
374;JALISCO
375;JALISCO
376;JALISCO
377;JALISCO
378;JALISCO
382;JALISCO
384;JALISCO
385;JALISCO
386;JALISCO
387;JALISCO
388;JALISCO
391;JALISCO
392;JALISCO
393;JALISCO
395;JALISCO
424;JALISCO
431;JALISCO
437;JALISCO
457;JALISCO
474;JALISCO
475;JALISCO
499;JALISCO
311;NAYARIT
319;NAYARIT
323;NAYARIT
324;NAYARIT
325;NAYARIT
327;NAYARIT
329;NAYARIT
389;NAYARIT
81;NUEVO LEON
488;NUEVO LEON
821;NUEVO LEON
823;NUEVO LEON
824;NUEVO LEON
825;NUEVO LEON
826;NUEVO LEON
828;NUEVO LEON
829;NUEVO LEON
892;NUEVO LEON
328;MICHOACAN
351;MICHOACAN
353;MICHOACAN
355;MICHOACAN
356;MICHOACAN
359;MICHOACAN
381;MICHOACAN
383;MICHOACAN
394;MICHOACAN
422;MICHOACAN
423;MICHOACAN
425;MICHOACAN
426;MICHOACAN
434;MICHOACAN
435;MICHOACAN
436;MICHOACAN
443;MICHOACAN
447;MICHOACAN
451;MICHOACAN
452;MICHOACAN
453;MICHOACAN
454;MICHOACAN
455;MICHOACAN
459;MICHOACAN
471;MICHOACAN
715;MICHOACAN
786;MICHOACAN
731;MORELOS
734;MORELOS
735;MORELOS
737;MORELOS
739;MORELOS
751;MORELOS
769;MORELOS
777;MORELOS
236;OAXACA
274;OAXACA
281;OAXACA
283;OAXACA
287;OAXACA
924;OAXACA
951;OAXACA
953;OAXACA
954;OAXACA
958;OAXACA
971;OAXACA
972;OAXACA
995;OAXACA
222;PUEBLA
223;PUEBLA
224;PUEBLA
227;PUEBLA
231;PUEBLA
232;PUEBLA
233;PUEBLA
237;PUEBLA
238;PUEBLA
243;PUEBLA
244;PUEBLA
245;PUEBLA
248;PUEBLA
249;PUEBLA
275;PUEBLA
276;PUEBLA
282;PUEBLA
764;PUEBLA
797;PUEBLA
414;QUERETARO
448;QUERETARO
487;QUERETARO
984;QUINTANA ROO
987;QUINTANA ROO
997;QUINTANA ROO
998;QUINTANA ROO
444;SAN LUIS POTOSI
481;SAN LUIS POTOSI
482;SAN LUIS POTOSI
485;SAN LUIS POTOSI
486;SAN LUIS POTOSI
489;SAN LUIS POTOSI
845;SAN LUIS POTOSI
667;SINALOA
668;SINALOA
669;SINALOA
672;SINALOA
673;SINALOA
687;SINALOA
694;SINALOA
695;SINALOA
696;SINALOA
697;SINALOA
698;SINALOA
622;SONORA
623;SONORA
631;SONORA
632;SONORA
633;SONORA
634;SONORA
637;SONORA
638;SONORA
641;SONORA
642;SONORA
643;SONORA
644;SONORA
645;SONORA
647;SONORA
651;SONORA
662;SONORA
914;TABASCO
923;TABASCO
933;TABASCO
936;TABASCO
937;TABASCO
993;TABASCO
831;TAMAULIPAS
832;TAMAULIPAS
833;TAMAULIPAS
834;TAMAULIPAS
835;TAMAULIPAS
836;TAMAULIPAS
841;TAMAULIPAS
868;TAMAULIPAS
891;TAMAULIPAS
894;TAMAULIPAS
897;TAMAULIPAS
899;TAMAULIPAS
241;TLAXCALA
246;TLAXCALA
247;TLAXCALA
749;TLAXCALA
225;VERACRUZ
226;VERACRUZ
228;VERACRUZ
229;VERACRUZ
235;VERACRUZ
271;VERACRUZ
272;VERACRUZ
273;VERACRUZ
278;VERACRUZ
279;VERACRUZ
284;VERACRUZ
285;VERACRUZ
288;VERACRUZ
294;VERACRUZ
296;VERACRUZ
297;VERACRUZ
765;VERACRUZ
766;VERACRUZ
768;VERACRUZ
782;VERACRUZ
783;VERACRUZ
784;VERACRUZ
785;VERACRUZ
846;VERACRUZ
921;VERACRUZ
922;VERACRUZ
969;YUCATAN
985;YUCATAN
986;YUCATAN
988;YUCATAN
991;YUCATAN
999;YUCATAN
433;ZACATECAS
463;ZACATECAS
467;ZACATECAS
478;ZACATECAS
492;ZACATECAS
493;ZACATECAS
494;ZACATECAS
498;ZACATECAS
